Interest Rates,Employment,S&P 500 Price
2.271577133,59.68830324,2334.154947
2.12496735,64.26883054,2265.169285
1.660759847,66.92387361,2054.691801
1.773872485,57.36754015,2049.656586
2.041120835,51.30814528,2085.504722
1.968933428,53.71421715,2209.452719
2.070884786,60.6799453,2303.32136
2.352625056,59.84641605,2529.900433
2.443545264,56.28646245,2485.6915
2.225766656,64.01105093,2418.650394
1.833505757,58.45932801,2034.585802
2.438262745,52.66539942,2542.75586
2.284511216,55.2745549,2309.845969
2.111879527,54.06753267,2191.584236
2.084106378,52.91155559,2232.101356
2.135534162,54.10915815,2298.678378
2.605900429,54.86805723,2604.021451
1.847721715,50.11801365,2030.255444
2.170306259,60.42140921,2289.292493
2.459078859,55.7204476,2509.289637
2.115135911,51.08292272,2230.842487
2.319902806,50.89276452,2303.805232
1.991557623,53.39366326,2156.482899
2.264448116,52.89878002,2380.175799
2.610948001,46.05011863,2476.65227
2.166098413,44.99453087,2162.338172
2.066675853,55.05282488,2176.740194
2.177803263,59.32541672,2406.292521
2.180295512,62.90085347,2460.407246
1.945092899,53.78960988,2109.002333
2.032212666,58.22677355,2171.367227
2.261475517,58.53993413,2303.542275
2.14331697,51.91215243,2395.641572
1.80668742,60.80176825,2074.573461
2.44183537,62.55163564,2607.092049
1.760154495,54.68931236,1952.001588
2.616097718,57.50722319,2705.513622
2.442330616,67.75786786,2612.254563
2.646124006,54.03389014,2534.912862
2.273142864,60.93963902,2412.288762
1.968373633,56.02097872,2204.136374
2.12431105,58.79116463,2282.644134
2.021397885,55.2605442,2192.103402
1.92923651,50.49982763,1973.926154
2.128558032,61.02146222,2257.011706
2.378962477,48.67982369,2452.017895
2.42850793,53.89454328,2394.950908
2.196862273,61.00398738,2425.46489
2.187851098,57.05541748,2408.56898
2.05246053,55.89918925,2224.519934
2.185120402,62.6180842,2379.686276
2.136878442,59.05170993,2187.179064
1.843735945,50.12167659,2025.598777
2.172567818,46.05813455,2153.545306
2.341400548,58.63951045,2472.159451
2.0760971,56.83870333,2218.422199
2.22915877,52.65658748,2276.325004
2.514393448,56.10806954,2593.14799
2.657335394,59.85671495,2716.311471
2.419850891,57.89992158,2478.61552
2.363962499,47.32946944,2268.189407
2.343674874,55.46783139,2509.850372
2.333038706,65.77893298,2520.57354
2.064005195,50.85327817,2164.214005
2.081948765,47.29996815,2157.097786
2.64807603,57.1026513,2627.860796
2.032081772,54.86223795,2168.981677
2.176973998,58.15190041,2276.957169
2.363482296,52.05028455,2440.4093
1.84999776,56.55766273,2058.115839
2.091777438,57.48712461,2214.110293
2.512354933,56.31731339,2569.794605
1.914657259,62.0047447,2086.121167
2.322631139,49.66722608,2352.982842
2.43786219,52.22141381,2503.055963
2.600144175,56.99936221,2574.397709
2.465974471,52.27301649,2354.417867
1.89004412,50.67715321,2001.784387
1.712212237,56.73553479,1995.185139
2.140238659,50.26808983,2238.404644
1.837004915,53.92830156,1943.793389
2.055642188,56.19187647,2126.587693
2.010668059,54.99090347,2249.519871
2.544631725,54.76033881,2632.854301
2.762526659,54.00208102,2666.551254
1.877022072,59.44633603,2232.295953
2.331852436,56.20723576,2413.487824
2.503646649,57.17923864,2488.543702
2.038402813,51.62519513,2193.473502
2.089560707,54.36439503,2234.08287
1.952422273,59.69831335,2104.917757
2.158421332,56.48505376,2320.358026
2.042724341,52.38699638,2352.350948
2.069095758,63.55140667,2295.615096
2.009803999,53.49032062,2069.924132
2.264006944,61.41779743,2394.704181
2.120746599,54.06488404,2151.547359
2.214800171,62.16522029,2351.681943
2.032820882,64.89850252,2358.237121
1.844029124,55.82576535,2176.177733
1.841111254,61.47057218,2178.1396
1.87996797,54.88422487,2089.128863
2.459225611,59.66403144,2608.966825
1.786630643,52.33792187,1985.340137
2.408882034,45.69616356,2326.964945
2.297351667,56.90405262,2312.23451
2.095383247,56.07820524,2239.206909
2.209058151,55.24150763,2348.810172
2.05965948,59.86023059,2161.306722
2.092564019,60.85477057,2339.59286
2.166831994,53.23690391,2255.418313
2.136789467,64.2912004,2329.882363
2.090317522,64.07359663,2358.901395
2.177418883,60.90105401,2432.084136
1.980432166,61.7958101,2201.536885
2.283097654,57.65995877,2426.426366
2.457662992,56.56657895,2547.353453
2.352227725,62.71220937,2561.39775
2.213058435,63.25701786,2336.841547
2.0272128,43.62047942,2126.682907
2.510989705,45.74977426,2352.911023
2.236186974,59.41473136,2408.579162
2.179771321,68.49901177,2470.338095
1.755903252,50.97161185,1868.098672
1.936335228,58.77120311,2157.14983
2.15536877,48.06708172,2214.343525
2.485933848,58.35450875,2561.197344
1.842986647,59.19159809,2019.098479
2.578039253,53.04965364,2551.433973
2.578466991,57.25486468,2586.350786
2.455536421,54.50010104,2426.264985
2.336231542,55.97544037,2470.666453
2.121484839,60.94369289,2211.922757
1.614194781,61.40304241,2040.970859
2.105701073,52.40854265,2325.68854
1.895641652,48.98759428,2093.838529
1.861334881,41.8549385,2020.425911
1.809789928,54.5478481,1939.222258
2.264367806,53.4950671,2290.521292
1.802931891,61.70173894,2184.083606
1.951372748,60.6726625,2217.309238
2.037689971,54.05684936,2280.315943
2.488458677,57.87947939,2451.831448
2.144937444,54.46240152,2290.537965
2.094951519,56.82841462,2160.049356
1.583698255,60.69731223,1960.360276
2.325160542,69.70686437,2555.649348
2.059281896,54.45681336,2290.744216
1.952570708,60.13240275,2113.993471
2.544164194,54.43475302,2416.199762
1.917374459,64.13883015,2317.419986
2.501127166,55.55272241,2527.086457
2.246987354,64.66627192,2363.088234
2.00323036,55.83348935,2240.762386
2.060210399,58.42618556,2226.194403
2.486449568,61.16902353,2566.069872
2.115801309,57.47035296,2326.787663
2.440046043,49.01445243,2401.643137
1.819379176,56.75496998,2063.781192
2.51345978,52.88800684,2443.871948
1.734531984,49.4551693,1989.292736
2.251242955,51.34754592,2190.704632
2.091590871,53.83638033,2093.76599
2.255539083,52.67727254,2376.460636
2.210104164,51.77279316,2326.128039
2.513982133,52.63442722,2483.672065
1.816132525,58.88084459,2045.1672
2.274454577,52.68536787,2368.337374
2.234480324,68.87741053,2509.370672
2.455078272,54.31157305,2560.583189
2.410756614,59.05970102,2625.632502
2.374094495,51.33819059,2359.311496
1.975144213,60.53515359,2226.267966
1.895897852,56.81831992,2189.67771
2.046985966,57.19988731,2130.3516
2.381673105,60.23915166,2563.101932
2.304482454,62.4080224,2479.378679
2.421699153,53.11495147,2406.357106
2.438612408,54.52668775,2432.226364
2.030477255,53.78186882,2054.584569
1.884660815,60.50740568,2055.510396
2.209819624,44.26089047,2223.491314
1.874197019,61.70893839,2161.681464
2.104577385,57.97735361,2258.252471
2.146660672,52.94121008,2303.512058
2.049008008,56.03195557,2199.720666
1.669439154,54.89810937,1990.079042
2.236707377,47.25604071,2249.463406
1.889670286,57.61121304,2175.005338
1.938483212,59.17304051,2280.188292
1.953693442,50.62758429,2129.542585
2.285949602,48.08180293,2204.332189
2.571107133,59.24279309,2587.525938
2.409319433,57.38964669,2423.667379
2.557272383,58.02986548,2614.204476
2.220435158,51.56181123,2285.313963
2.425350762,58.69199167,2537.219432
2.295330588,60.4609499,2455.322645
2.034233742,56.54791441,2187.847437
1.82135961,52.99445357,1953.971884
2.748589204,49.38248685,2662.466996
2.087141983,53.20816951,2194.463651
2.730958691,57.43574436,2703.450322
2.166227268,49.46667263,2264.499374
1.969469443,59.45325984,2307.073056
1.978940642,54.36737634,2191.833841
2.004312261,56.31963292,2145.927833
2.263229275,66.8891598,2510.021088
1.981246005,51.36563002,2009.165061
2.218393144,57.72040061,2344.076456
2.212539258,61.52375052,2382.506755
2.128799593,55.18607346,2331.29325
2.133134264,59.66271778,2310.295544
2.299448528,62.88498127,2500.830946
2.534131622,55.37102563,2527.753296
2.237709259,47.89888793,2311.856204
2.377631247,54.27636712,2286.002432
2.206932831,59.36730842,2491.859319
2.490939435,57.49900628,2596.897925
2.158595407,53.51767899,2374.302142
1.815492564,55.7013248,2065.514387
1.845592813,64.27401356,2134.683899
2.251801413,63.60304499,2431.691555
2.317509824,55.97041007,2548.820126
2.471602445,50.15757194,2430.900994
2.325085292,46.0543703,2364.170766
1.814464022,55.89960097,1932.712179
2.207383505,52.45368334,2225.267137
2.065958297,67.32633155,2312.796559
1.957455612,54.81731315,2091.145495
2.294109365,60.42992085,2411.861322
2.507191564,53.74900883,2478.846413
2.192313101,59.35272609,2448.401656
2.161489276,67.26825089,2490.712759
2.042070628,48.84218067,1968.758078
2.40759562,47.2066774,2514.830249
2.169592671,50.39316031,2229.127588
1.715219555,51.47309564,1939.696455
1.841500474,55.00368222,2007.296581
1.991109734,49.50010015,2083.726913
2.183515478,49.2014938,2186.216985
2.195648437,51.39929621,2280.54883
2.212417063,58.3791069,2312.651538
1.94291768,57.83248668,2098.664667
2.126698366,56.58596486,2348.263307
2.278576674,54.6669569,2418.457054
2.341818792,47.41014508,2346.131144
2.131763831,59.90327421,2256.753781
1.748955173,56.15680585,2028.547812
1.958816268,52.31444154,2106.392158
2.408621671,49.93645481,2467.185057
1.577665599,54.42385463,1875.591515
2.228644466,53.78208144,2371.181823
1.84198634,53.184923,2068.232301
2.584793453,54.00217453,2542.881203
2.016299848,55.3686512,2195.392436
2.110385313,66.79174925,2441.52338
2.154403055,47.88914538,2070.563176
1.752745603,65.16052595,2032.672119
2.004731963,56.1622269,2221.463646
1.824549682,48.05014816,1957.698843
2.636279476,52.49166694,2676.678356
1.763907752,55.24971749,1984.05481
2.070017451,54.9887428,2245.493532
2.159510469,53.55458142,2181.068274
2.447644582,57.69915545,2529.458806
2.313274464,56.59745438,2404.232249
2.379299084,51.67003533,2416.55307
2.101248144,55.64614087,2175.143564
2.328897655,57.58145532,2408.047948
1.943040717,50.29910536,1967.949728
2.097492253,52.89799653,2263.997223
2.128554825,53.34036305,2204.201677
2.158610742,54.33475086,2303.937315
2.458434332,54.91736119,2582.525839
2.533727845,53.41185294,2566.479638
2.139743067,53.80829552,2281.062912
2.017402899,57.29327435,2356.430255
2.822810035,64.09920539,2961.657934
2.299389677,54.94374018,2446.451123
2.71839974,58.30946249,2730.081332
2.627876643,63.08184851,2680.158012
2.237967703,62.00870345,2432.116523
2.320442514,48.28585913,2265.236799
1.948217587,56.68176695,2138.087162
2.333277084,54.82293367,2376.31297
2.258902505,57.15298829,2415.441991
2.420507213,63.19886452,2494.795268
2.329550674,50.47810884,2280.141117
2.29666498,55.55901968,2308.532775
2.064607244,47.75625153,2117.755584
2.411521251,56.04080003,2569.286651
2.068705139,55.95692792,2155.967218
1.631978614,60.74189173,1975.32903
2.096176369,60.37552099,2344.194806
2.031369751,63.24126805,2264.834812
2.131330128,53.12438024,2250.779895
2.012319501,51.42723158,2142.015273
1.944675402,57.03401795,2064.256907
2.081998394,50.89555616,2076.644049
2.004016302,56.93064675,2164.921093
2.435220022,57.71444989,2586.807488
2.207321135,40,2230.371385
2.286087683,63.38261104,2548.587322
2.473495552,53.3037397,2512.975833
1.520185509,59.73111626,1811.866414
1.846378785,55.84046171,2064.879708
2.357109197,60.6608534,2457.236345
1.979698128,51.03102416,2124.610963
2.320916438,50.27758608,2217.375113
2.081193066,52.94034065,2240.319822
2.295570225,56.98922773,2336.710981
2.096921682,55.34997599,2247.175725
1.834614287,62.67009769,2138.250789
2.228567335,58.38983052,2420.199094
2.146790553,51.03210389,2252.963892
2.054755967,54.81694063,2133.155735
1.875154106,56.96834693,2131.643743
2.221840138,57.92678143,2395.517804
2.177394807,55.88349551,2260.209586
2.208271098,59.16683505,2333.789349
2.307734234,63.44060707,2467.402219
2.259437572,56.14810581,2351.292891
2.231417923,55.43232384,2288.032975
2.534081317,61.51564755,2671.924032
2.43414985,56.87728832,2449.615039
2.359037936,55.28554606,2352.482742
2.645484565,56.56218689,2616.570183
2.016317976,56.62350301,2207.564493
2.095872781,64.89674913,2262.460091
1.943892675,67.15511726,2242.91381
2.394475346,58.02168094,2540.832079
2.586505826,54.72972081,2644.053463
2.279704721,52.35413929,2230.992396
1.685744842,59.52336301,2008.920092
2.317700168,55.433041,2448.012282
2.148241918,51.25488051,2263.28668
2.316391712,51.66592345,2327.877353
2.02361448,52.99227419,2064.820184
2.206733211,58.92596478,2466.452749
1.659613423,54.5063495,1940.70954
2.357340275,54.97424489,2459.794597
2.343152753,63.18231366,2536.662687
2.155317719,62.2283676,2358.711265
1.94894847,54.2668027,2050.11637
2.910198184,60.9763234,2813.207807
2.229230935,45.66109477,2244.953952
2.217773597,53.49579978,2241.830339
2.1038789,53.47304199,2287.545988
1.937095942,58.85889674,2172.602471
1.920320647,46.12783552,1890.0438
2.238857236,54.05502395,2315.355427
2.529669127,51.40285935,2469.49294
1.821876602,51.24253913,1860.986179
2.19013488,53.15684874,2354.905933
2.128698621,52.10235525,2266.46354
2.099504111,51.85822793,2189.241938
2.556871995,53.24984223,2481.442932
1.909554923,62.83565323,2217.985006
2.332760965,59.69281396,2513.132909
2.13468586,58.5994848,2305.477601
2.666853773,53.75639002,2744.341038
1.815993835,44.68918386,1897.95002
1.775419257,61.69843662,2025.584062
2.216937609,59.34704537,2246.138405
2.127391371,63.09337535,2330.839703
2.124184856,55.48633945,2201.329585
2.264032421,54.50081433,2401.52261
2.200251107,55.55381011,2294.672153
1.975164067,55.73335597,2131.611928
1.901344225,53.52842585,2040.17796
2.628901322,63.58004529,2692.172185
2.438620643,66.68326531,2528.5072
2.221970158,50.80583034,2255.098613
2.158515505,51.11968601,2302.98708
2.073476004,48.04531198,2104.9998
1.825358042,56.51203528,2118.239909
1.961815154,46.01328354,1910.491129
2.411058287,59.21203719,2604.462391
2.239113239,48.76213405,2249.398812
2.585961988,54.26775326,2563.263411
2.081658967,50.336129,2149.177712
2.137104767,54.70406736,2246.840687
2.140607981,61.83799614,2274.098283
1.988537591,53.17024727,2099.408814
1.836668775,56.90948154,2093.725978
2.247479148,58.71620451,2269.008012
2.593687463,54.42640663,2539.616375
2.219437258,55.92141091,2301.228412
2.17933907,58.08113156,2381.610775
2.33157812,55.31600667,2462.140255
2.875356059,56.45156361,2714.526238
2.244395932,58.65893567,2358.693133
1.884734113,52.99482684,2149.236151
2.350532565,60.33056425,2462.129912
2.304166979,53.67059019,2366.103052
2.286990363,58.61039087,2364.793414
2.194332432,56.17655959,2357.123376
2.001970025,55.35829993,2213.870263
1.770189765,62.12256867,2197.061554
2.086799694,55.96947305,2329.202713
2.150428689,57.1353044,2270.590881
2.219613237,55.24614939,2372.028186
2.003310731,55.44744989,2141.297238
2.391626695,56.15965573,2436.006164
2.087344993,53.3202402,2251.595945
2.610186114,58.52202689,2631.082401
2.230395309,63.42719273,2390.633533
1.917328363,45.92869054,1990.596268
1.5,58.3239933,1800
2.073937955,65.98354639,2429.316049
2.081163471,58.0028868,2273.90478
1.99728421,55.19635312,2129.685155
2.221677048,55.96320299,2406.175541
2.48998004,55.1540618,2535.149493
1.842950285,44.28681264,1829.87691
2.500401854,54.09483594,2608.523191
2.14043625,51.16670155,2234.63035
2.349395175,50.97460707,2280.704652
2.609063519,58.77622516,2625.102056
2.198281206,58.9305176,2214.10772
2.595367319,45.56931327,2504.999779
2.436590616,58.36991929,2447.909806
1.866019576,52.1364417,2207.331004
2.048311442,51.00267893,2056.257594
2.09708156,57.06702145,2190.898403
2.177188059,58.71022265,2296.875718
1.843877655,59.6938675,2072.484866
2.220782854,53.35684553,2395.992657
2.098052591,59.07404995,2188.320015
2.257465343,58.40194874,2429.328659
2.154780892,61.50260421,2274.612243
2.145268025,48.54584059,2150.221644
2.700582116,55.10973491,2760.071808
2.424922286,69.42787149,2670.193426
2.360406621,56.19432634,2309.639821
1.777087313,51.43788247,1972.252223
2.230992813,57.58432503,2265.641759
1.986719542,62.87651302,2319.460816
2.362038336,48.5402448,2351.05837
2.458096496,57.9407527,2654.195332
2.434960998,52.66346332,2415.958025
2.506804339,61.37133155,2606.268584
2.508686735,55.092796,2535.411652
2.056775052,55.99323152,2319.187266
1.9980264,46.34161726,1968.593763
2.333897805,49.54986872,2275.504259
2.54084853,48.43743664,2523.331829
1.907019269,56.41274065,1987.664721
2.255181812,47.21024078,2234.287319
2.147138875,56.1293523,2277.203011
2.287295282,56.40548848,2447.594216
1.948447098,65.44000171,2202.852366
2.459592251,57.90151436,2615.466509
2.314809539,57.53135688,2377.864371
2.245872925,55.60318233,2380.370125
2.133354464,57.39535965,2253.551734
1.912627087,54.21607974,2091.839822
1.944358274,58.97468361,2225.042365
2.365557876,52.62065712,2368.032181
2.198146386,61.28649351,2382.837338
1.552546766,56.75458027,1818.067836
2.058277127,56.64310624,2245.261305
1.628710716,52.53876921,1911.679724
2.466071766,53.81838042,2519.577901
2.605130176,55.62473784,2716.460755
2.264140332,50.08352692,2299.7104
1.963275498,65.21790963,2270.523533
2.239091429,51.78857681,2294.267522
1.899331786,62.96071331,2164.735501
2.430620751,50.90894445,2399.517854
2.35109714,51.29484813,2397.280286
1.943679448,54.12589212,2072.532283
2.406421307,53.2054906,2447.679703
2.238479524,55.0085579,2367.161373
1.886175954,49.06864913,1977.181068
2.36052923,58.74869132,2522.769866
1.855734452,58.26360486,2094.55809
2.217368402,51.72715034,2267.716197
2.613129764,59.50424288,2556.490037
1.893123432,56.97627991,2117.817804
2.38575674,51.76458457,2362.379771
2.465829496,62.84473725,2563.125423
1.975905727,57.14704686,2271.519171
2.010143848,56.10259245,2197.51133
1.913690967,49.03023575,2006.779946
2.304442864,54.87024351,2306.332991
2.615080474,53.64724981,2719.577593
2.209164837,54.42677228,2220.274957
1.722437465,55.81314179,2029.171766
2.274595549,57.90291755,2325.278257
1.868848892,54.70731626,2038.47876
2.341519503,56.70861622,2449.497672
2.370564115,53.1659584,2382.864958
2.035334765,61.55616027,2301.31108
1.902074875,56.29430148,2088.375069
2.189431598,53.04143697,2267.103808
2.105974443,59.54254159,2387.61161
1.913746368,56.47516015,2034.833667
2.602290465,57.27682426,2527.212642
2.445536908,51.89497924,2412.126316
2.226455865,53.3500209,2291.60454
1.838465572,53.45228546,2038.476313
2.197508267,59.02924326,2261.549693
1.954255835,50.50512589,2004.574434
2.264835684,60.31669198,2358.937114
2.108495352,58.73866654,2268.15783
2.111428515,50.57244514,2222.955525
2.588365899,48.88970424,2556.018055
2.162411272,61.89079578,2374.976312
2.7785985,53.77474083,2761.767184
2.176136664,52.27645705,2287.412304
2.064196476,54.81729024,2266.33158
1.901681615,52.57173966,1945.010383
2.172734582,51.43592502,2245.935245
2.000319298,53.52603812,2070.397387
2.275859074,64.76971603,2593.022582
1.798799582,66.78744297,2106.275674
2.260445545,51.39731393,2249.426759
1.938090408,59.62583885,2215.718059
2.47827999,53.53617292,2462.971233
2.214407954,54.5969293,2347.988019
2.604897279,63.03684283,2721.53411
1.80579036,59.06952238,2045.289293
2.203897377,46.27157162,2192.925022
2.309712281,56.93516949,2306.459542
2.205751128,59.96138759,2320.415035
2.426777136,56.95152529,2634.859949
2.21608989,52.26373543,2314.05093
2.327081533,57.67779926,2356.612921
1.789671785,59.95795039,2126.110557
1.947455244,49.71433751,2101.112364
2.00891264,65.98203873,2355.333477
2.188232374,50.53895618,2253.158001
2.297676282,47.2527518,2298.132355
1.849942804,56.80708622,2079.956619
2.149501468,65.96918512,2378.592772
2.039147138,49.26949005,2100.927737
2.328507953,65.10191383,2588.532066
2.419170679,58.46744748,2540.497361
2.047991166,45.29427393,2121.109111
2.389348045,56.17544093,2418.07588
2.321609474,60.28171929,2409.79609
2.654264967,49.59111722,2628.455401
2.175099667,58.14130592,2289.185468
2.362125662,53.24148477,2309.459226
2.514151318,61.01098387,2605.809422
2.289740962,70,2669.413724
2.386069343,58.47474312,2532.816425
2.123545447,64.57604434,2355.192921
1.833060286,56.23212374,2004.687058
2.518894962,57.14835441,2618.369756
2.015126524,50.59761435,2114.861602
2.119271483,64.95540455,2392.917539
2.229345342,48.03322517,2318.890337
2.26655386,51.11994892,2325.153217
2.115192168,58.86498346,2378.590709
2.464952132,53.52896917,2554.458388
2.108795938,55.85337634,2246.562536
2.223329979,65.06959855,2401.509633
2.206168078,56.95332392,2282.970537
2.182093486,59.10932039,2418.48049
2.230329647,61.75946748,2358.825282
2.536453198,62.34661402,2674.075344
2.294757282,54.5354511,2371.265149
2.854088669,58.40754305,3000
1.985935104,54.13801509,2136.267794
2.502122009,51.50147491,2345.182079
2.22684545,51.81286638,2410.965587
2.070113348,60.34783129,2330.971718
1.724694167,66.47286418,2033.921399
1.770344098,53.17125296,2031.841984
2.183095454,56.57565183,2264.664692
2.067840366,60.73645158,2230.56173
2.604189262,52.85729896,2600.75919
1.908612201,60.86661196,2147.806229
2.214702595,54.21329993,2420.448765
2.262925056,52.07855565,2368.431646
2.298132752,58.50048432,2394.890495
1.943848348,57.27579848,2146.959244
2.09659416,55.79903393,2144.83262
2.052670181,57.10708533,2415.82493
2.036196143,50.15233266,2171.164097
2.017668856,51.48720336,2031.723125
2.50909625,59.09016581,2625.200578
2.234351636,59.13855129,2325.063521
2.423695137,65.40033657,2717.541698
2.252082881,55.93222686,2427.308062
2.311715804,55.82767845,2422.942425
1.826055638,57.95668989,2043.394926
2.307061125,55.81991299,2341.632103
2.209425807,52.54356889,2235.023281
2.30850771,60.56459664,2620.465951
2.166387558,50.90284027,2222.123775
2.126258096,42.59024956,2054.661826
2.700448026,55.14548535,2735.705706
2.359762254,50.84865714,2334.097117
2.085907361,56.79084569,2225.368249
1.981152054,50.51820751,1995.55406
2.255718675,61.4200527,2429.584175
2.723063458,59.20161862,2786.75257
1.918461603,63.62381312,2204.031531
2.07265027,55.17032425,2170.14926
1.909739933,60.35738248,2085.675173
2.28071225,62.81132136,2503.644412
2.378781512,59.22988193,2390.432134
2.036988171,55.59343897,2139.354533
2.145502321,57.3501823,2344.872901
2.040708191,51.23655032,2142.848999
1.954948579,52.74651951,2063.897571
2.368177431,45.29234747,2321.947646
2.294081788,58.57361666,2441.164248
2.39777578,54.56744061,2534.193817
2.28324438,53.85428009,2215.769849
2.329521556,59.75763284,2457.778052
2.68520417,58.61953652,2735.426271
2.12196782,57.93353192,2247.310457
2.262270281,59.61408861,2307.778921
2.163385615,62.66425645,2300.789398
2.159759966,57.14977726,2311.154906
2.035657804,60.23651494,2378.787803
2.326849321,60.90162933,2564.999176
2.283374101,53.75312959,2403.345743
1.725399372,59.04396629,2066.719804
1.819027509,50.70388382,1898.062783
1.956202864,61.46662069,2268.32237
2.528935863,51.02470924,2482.830269
1.812967324,52.4653138,2050.401538
2.538990987,52.38132747,2461.727516
2.489527522,60.3149488,2537.280025
2.18747346,66.77915031,2544.666569
2.054245457,57.88357441,2259.533756
2.093371785,49.8995228,2205.851343
2.510581364,57.0930445,2626.565867
2.081720731,59.11920097,2213.906675
2.710669895,56.47234795,2697.080546
2.659820896,55.83677135,2718.004463
2.225374496,60.79267059,2437.666322
1.922540324,58.06188874,2174.79229
2.548241363,47.86326248,2447.600914
2.223157513,65.25197411,2493.822027
1.897694246,54.98732495,2121.056357
2.33192749,56.4486669,2533.261367
2.049316094,52.42221482,2242.249019
2.344468868,56.94279698,2385.818507
2.654253068,48.2248861,2668.522152
1.937721746,54.89196263,2135.718495
2.148440166,63.15068074,2294.249443
2.240370968,55.04153448,2201.874293
1.986802709,55.37090712,2149.288416
2.054812901,54.90690719,2212.486168
2.253264669,51.16386159,2263.53482
1.879161381,60.65619535,2241.690182
2.505776456,57.00398496,2684.157055
2.30287198,53.91322809,2448.94019
2.688830076,64.52084118,2882.089818
2.306260209,49.29603452,2382.357678
2.228965154,50.03619325,2242.849473
2.092973339,54.40212693,2208.325043
1.826826784,61.02017038,2026.461281
2.457030989,59.5531963,2514.448514
2.547454407,49.65558564,2563.107584
2.292315529,47.76661002,2227.429936
2.08794026,58.49149326,2238.44823
1.746800052,58.47759389,2134.279361
2.18823917,51.25915742,2171.113464
2.370795143,58.25359733,2504.573873
2.457074367,61.52896639,2538.330074
2.825523822,57.69849546,2659.708857
2.273569831,47.36736163,2390.351844
1.915944551,54.27110739,2012.353658
2.360366169,56.0515862,2424.890502
1.951927321,61.85134127,2266.502144
2.515503458,54.18743329,2581.161415
2.375400218,52.76317838,2513.358114
1.826160659,56.71830418,2056.117673
1.958243055,56.14488792,2147.687163
2.099175373,44.54951056,2113.571787
2.275787183,51.19835906,2324.146613
1.942002948,58.1236757,2142.896297
2.294688286,57.73115533,2345.06889
1.987410487,52.55883026,2204.761129
2.14956276,57.32360969,2211.805473
1.699832346,57.25558983,2014.227589
3,53.61249241,2790.717444
2.371093896,60.10537182,2457.911646
2.797989568,55.51857047,2806.525663
2.078643557,58.11167307,2212.048212
2.497845062,57.99050057,2443.185475
2.395705888,51.3166685,2321.175613
1.78433008,50.86205231,1921.061432
1.892532678,55.20318436,2098.957804
1.986775217,56.15908422,2228.707718
2.315329919,58.9885637,2372.203884
